,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
40,13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386.0,Asia
41,12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386.0,Asia
42,11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386.0,Asia
43,10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386.0,Asia
44,09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386.0,Asia
45,08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386.0,Asia
46,07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386.0,Asia
47,06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386.0,Asia
48,05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386.0,Asia
49,04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
50,03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386.0,Asia
51,02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386.0,Asia
52,01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386.0,Asia
53,31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386.0,Asia
54,30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386.0,Asia
55,29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386.0,Asia
56,28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386.0,Asia
57,27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
58,26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386.0,Asia
59,25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,Asia
60,24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386.0,Asia
61,23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386.0,Asia
62,22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
63,21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386.0,Asia
64,20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
65,19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
66,18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386.0,Asia
67,17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386.0,Asia
68,16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386.0,Asia
69,15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,Asia
70,11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,Asia
71,08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386.0,Asia
72,02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
73,01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
74,29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
75,28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
76,27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
77,26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
78,25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386.0,Asia
79,24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
80,23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
81,22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
82,21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
83,20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
84,19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
85,18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
86,17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
87,16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
88,15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
89,14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
90,13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
91,12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
92,11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
93,10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
94,09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
95,08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
96,07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
97,06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
98,05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
99,04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
100,03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
101,02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
102,01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
103,31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
104,30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
105,29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
106,28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
107,27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
108,26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
109,25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
110,24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
111,23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
112,22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
113,21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
114,20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
115,19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
116,18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
117,17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
118,16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
119,15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
120,14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
121,13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
122,12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
123,11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
124,10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
125,09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
126,08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
127,07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
128,06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
129,05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
130,04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
131,03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
132,02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
133,01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386.0,Asia
134,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386.0,Asia
135,23/05/2020,23,5,2020,12,0,Albania,AL,ALB,2866376.0,Europe
136,22/05/2020,22,5,2020,5,0,Albania,AL,ALB,2866376.0,Europe
137,21/05/2020,21,5,2020,15,0,Albania,AL,ALB,2866376.0,Europe
138,20/05/2020,20,5,2020,1,0,Albania,AL,ALB,2866376.0,Europe
139,19/05/2020,19,5,2020,2,0,Albania,AL,ALB,2866376.0,Europe
140,18/05/2020,18,5,2020,13,0,Albania,AL,ALB,2866376.0,Europe
141,17/05/2020,17,5,2020,17,0,Albania,AL,ALB,2866376.0,Europe
142,16/05/2020,16,5,2020,18,0,Albania,AL,ALB,2866376.0,Europe
143,15/05/2020,15,5,2020,18,0,Albania,AL,ALB,2866376.0,Europe
144,14/05/2020,14,5,2020,4,0,Albania,AL,ALB,2866376.0,Europe
145,13/05/2020,13,5,2020,4,0,Albania,AL,ALB,2866376.0,Europe
146,12/05/2020,12,5,2020,4,0,Albania,AL,ALB,2866376.0,Europe
147,11/05/2020,11,5,2020,12,0,Albania,AL,ALB,2866376.0,Europe
148,10/05/2020,10,5,2020,6,0,Albania,AL,ALB,2866376.0,Europe
149,09/05/2020,9,5,2020,8,0,Albania,AL,ALB,2866376.0,Europe
150,08/05/2020,8,5,2020,10,0,Albania,AL,ALB,2866376.0,Europe
151,07/05/2020,7,5,2020,12,0,Albania,AL,ALB,2866376.0,Europe
152,06/05/2020,6,5,2020,17,0,Albania,AL,ALB,2866376.0,Europe
153,05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2866376.0,Europe
154,04/05/2020,4,5,2020,6,0,Albania,AL,ALB,2866376.0,Europe
155,03/05/2020,3,5,2020,7,0,Albania,AL,ALB,2866376.0,Europe
156,02/05/2020,2,5,2020,9,0,Albania,AL,ALB,2866376.0,Europe
157,01/05/2020,1,5,2020,7,0,Albania,AL,ALB,2866376.0,Europe
158,30/04/2020,30,4,2020,16,1,Albania,AL,ALB,2866376.0,Europe
159,29/04/2020,29,4,2020,14,2,Albania,AL,ALB,2866376.0,Europe
160,28/04/2020,28,4,2020,10,0,Albania,AL,ALB,2866376.0,Europe
161,27/04/2020,27,4,2020,14,1,Albania,AL,ALB,2866376.0,Europe
162,26/04/2020,26,4,2020,34,0,Albania,AL,ALB,2866376.0,Europe
163,25/04/2020,25,4,2020,15,0,Albania,AL,ALB,2866376.0,Europe
164,24/04/2020,24,4,2020,29,0,Albania,AL,ALB,2866376.0,Europe
165,23/04/2020,23,4,2020,25,1,Albania,AL,ALB,2866376.0,Europe
166,22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2866376.0,Europe
167,21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2866376.0,Europe
168,20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2866376.0,Europe
169,19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2866376.0,Europe
170,18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2866376.0,Europe
171,17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2866376.0,Europe
172,16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2866376.0,Europe
173,15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2866376.0,Europe
174,14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2866376.0,Europe
175,13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376.0,Europe
176,12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376.0,Europe
177,11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376.0,Europe
178,10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376.0,Europe
179,09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376.0,Europe
180,08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376.0,Europe
181,07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376.0,Europe
182,06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376.0,Europe
183,05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376.0,Europe
184,04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376.0,Europe
185,03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376.0,Europe
186,02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376.0,Europe
187,01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376.0,Europe
188,31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376.0,Europe
189,30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376.0,Europe
190,29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376.0,Europe
191,28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376.0,Europe
192,27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376.0,Europe
193,26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376.0,Europe
194,25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376.0,Europe
195,24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376.0,Europe
196,23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376.0,Europe
197,22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376.0,Europe
198,21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376.0,Europe
199,20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376.0,Europe
200,19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376.0,Europe
201,18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
202,17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376.0,Europe
203,16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
204,15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376.0,Europe
205,14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376.0,Europe
206,13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376.0,Europe
207,12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376.0,Europe
208,11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
209,10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376.0,Europe
210,09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376.0,Europe
211,23/05/2020,23,5,2020,190,7,Algeria,DZ,DZA,42228429.0,Africa
212,22/05/2020,22,5,2020,186,7,Algeria,DZ,DZA,42228429.0,Africa
213,21/05/2020,21,5,2020,165,7,Algeria,DZ,DZA,42228429.0,Africa
214,20/05/2020,20,5,2020,176,6,Algeria,DZ,DZA,42228429.0,Africa
215,19/05/2020,19,5,2020,182,7,Algeria,DZ,DZA,42228429.0,Africa
216,18/05/2020,18,5,2020,198,6,Algeria,DZ,DZA,42228429.0,Africa
217,17/05/2020,17,5,2020,192,6,Algeria,DZ,DZA,42228429.0,Africa
218,16/05/2020,16,5,2020,187,7,Algeria,DZ,DZA,42228429.0,Africa
219,15/05/2020,15,5,2020,189,7,Algeria,DZ,DZA,42228429.0,Africa
220,14/05/2020,14,5,2020,186,7,Algeria,DZ,DZA,42228429.0,Africa
221,13/05/2020,13,5,2020,176,8,Algeria,DZ,DZA,42228429.0,Africa
222,12/05/2020,12,5,2020,168,5,Algeria,DZ,DZA,42228429.0,Africa
223,11/05/2020,11,5,2020,165,8,Algeria,DZ,DZA,42228429.0,Africa
224,10/05/2020,10,5,2020,189,6,Algeria,DZ,DZA,42228429.0,Africa
225,09/05/2020,9,5,2020,187,5,Algeria,DZ,DZA,42228429.0,Africa
226,08/05/2020,8,5,2020,185,7,Algeria,DZ,DZA,42228429.0,Africa
227,07/05/2020,7,5,2020,159,6,Algeria,DZ,DZA,42228429.0,Africa
228,06/05/2020,6,5,2020,190,5,Algeria,DZ,DZA,42228429.0,Africa
229,05/05/2020,5,5,2020,174,2,Algeria,DZ,DZA,42228429.0,Africa
230,04/05/2020,4,5,2020,179,4,Algeria,DZ,DZA,42228429.0,Africa
231,03/05/2020,3,5,2020,141,6,Algeria,DZ,DZA,42228429.0,Africa
232,02/05/2020,2,5,2020,148,3,Algeria,DZ,DZA,42228429.0,Africa
233,01/05/2020,1,5,2020,158,6,Algeria,DZ,DZA,42228429.0,Africa
234,30/04/2020,30,4,2020,199,7,Algeria,DZ,DZA,42228429.0,Africa
235,29/04/2020,29,4,2020,132,5,Algeria,DZ,DZA,42228429.0,Africa
236,28/04/2020,28,4,2020,135,7,Algeria,DZ,DZA,42228429.0,Africa
237,27/04/2020,27,4,2020,126,6,Algeria,DZ,DZA,42228429.0,Africa
238,26/04/2020,26,4,2020,129,4,Algeria,DZ,DZA,42228429.0,Africa
239,25/04/2020,25,4,2020,120,8,Algeria,DZ,DZA,42228429.0,Africa
240,24/04/2020,24,4,2020,97,5,Algeria,DZ,DZA,42228429.0,Africa
241,23/04/2020,23,4,2020,99,10,Algeria,DZ,DZA,42228429.0,Africa
242,22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429.0,Africa
243,21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429.0,Africa
244,20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429.0,Africa
245,19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429.0,Africa
246,18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429.0,Africa
247,17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429.0,Africa
248,16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429.0,Africa
249,15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429.0,Africa
250,14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429.0,Africa
251,13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429.0,Africa
252,12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429.0,Africa
253,11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429.0,Africa
254,10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429.0,Africa
255,09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429.0,Africa
256,08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429.0,Africa
257,07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429.0,Africa
258,06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429.0,Africa
259,05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429.0,Africa
260,04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429.0,Africa
261,03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429.0,Africa
262,02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429.0,Africa
263,01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429.0,Africa
264,31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429.0,Africa
265,30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429.0,Africa
266,29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429.0,Africa
267,28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429.0,Africa
268,27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429.0,Africa
269,26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429.0,Africa
270,25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429.0,Africa
271,24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429.0,Africa
272,23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429.0,Africa
273,22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429.0,Africa
274,21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429.0,Africa
275,20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429.0,Africa
276,19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429.0,Africa
277,18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429.0,Africa
278,17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429.0,Africa
279,16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429.0,Africa
280,15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429.0,Africa
281,14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429.0,Africa
282,13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429.0,Africa
283,12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
284,09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429.0,Africa
285,06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429.0,Africa
286,05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429.0,Africa
287,04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429.0,Africa
288,02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
289,01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429.0,Africa
290,29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
291,28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
292,27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
293,26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429.0,Africa
294,25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
295,24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
296,23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
297,22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
298,21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
299,20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
300,19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
301,18/02/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
302,17/02/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
303,16/02/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
304,15/02/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
305,14/02/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
306,13/02/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
307,12/02/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
308,11/02/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
309,10/02/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
310,09/02/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
311,08/02/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
312,07/02/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
313,06/02/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
314,05/02/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
315,04/02/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
316,03/02/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
317,02/02/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
318,01/02/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
319,31/01/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
320,30/01/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
321,29/01/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
322,28/01/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429.0,Africa
